Frequency [Hz]	Total Phase [deg]	Vent 2 SPL [dB]	Total SPL 2pi [dB]
1636.15619015735	162.353369200499	30.922144105453	30.922144105453
1659.95462995329	162.393016704019	30.6260410682372	30.6260410682372
1684.09922602706	162.436518765609	30.3300333380648	30.3300333380648
1708.59501333764	162.483887704491	30.0341275305772	30.0341275305772
1733.44710007922	162.535135431656	29.7383304315081	29.7383304315081
1758.66066874635	162.590273412857	29.4426489957543	29.4426489957543
1784.24097721472	162.649312631083	29.1470903463225	29.1470903463225
1810.19335983756	162.712263548527	28.851661773145	28.851661773145
1836.52322855808	162.779136068048	28.5563707317556	28.5563707317556
1863.236074038	162.849939494172	28.2612248418187	28.2612248418187
1890.33746680256	162.924682493624	27.9662318855022	27.9662318855022
1917.83305840215	163.003373055437	27.6713998056869	27.6713998056869
1945.72858259087	163.086018450658	27.376736704004	27.376736704004
1974.02985652216	163.172625191676	27.0822508386923	27.0822508386923
2002.74278196195	163.263198991217	26.7879506222669	26.7879506222669
2031.87334651929	163.357744721036	26.4938446189919	26.4938446189919
2061.42762489505	163.456266370356	26.1999415421477	26.1999415421477
2091.41178014861	163.558767004089	25.9062502510868	25.9062502510868
2121.83206498315	163.665248720897	25.6127797480687	25.6127797480687
2152.69482304951	163.775712611141	25.3195391748667	25.3195391748667
2184.00649026904	163.890158714782	25.0265378091399	25.0265378091399
2215.77359617573	164.00858597929	24.7337850605623	24.7337850605623
2248.00276527782	164.130992217621	24.4412904667027	24.4412904667027
2280.70071843927	164.257374066352	24.1490636886486	24.1490636886486
2313.87427428122	164.387726944017	23.857114506368	23.857114506368
2347.53035060396	164.522045009757	23.5654528138037	23.5654528138037
2381.6759658295	164.660321122332	23.2740886136942	23.2740886136942
2416.31824046513	164.802546799605	22.9830320121174	22.9830320121174
2451.46439858835	164.948712178578	22.6922932127515	22.6922932127515
2487.12176935323	165.098805976071	22.4018825108514	22.4018825108514
2523.29778851888	165.252815450146	22.1118102869363	22.1118102869363
2560	165.410726362378	21.8220870001873	21.8220870001873
2597.23605744006	165.57252294107	21.5327231815523	21.5327231815523
2635.01372580734	165.73818784552	21.2437294265601	21.2437294265601
2673.34088301418	165.90770213146	20.955116387841	20.955116387841
2712.2255215598	166.081045217761	20.6668947673576	20.6668947673576
2751.67575019698	166.258194854539	20.3790753083475	20.3790753083475
2791.69979562306	166.439127092758	20.0916687869796	20.0916687869796
2832.30600419541	166.623816255462	19.8046860037307	19.8046860037307
2873.50284367199	166.812234910752	19.5181377744867	19.5181377744867
2915.29890497713	167.004353846622	19.2320349213738	19.2320349213738
2957.70290399302	167.200142047779	18.9463882633303	18.9463882633303
3000.72368337728	167.39956667456	18.6612086064254	18.6612086064254
3044.37021440697	167.602593044078	18.3765067339357	18.3765067339357
3088.65159884934	167.809184613695	18.0922933961925	18.0922933961925
3133.57707085992	168.019302966955	17.8085793002102	17.8085793002102
3179.15599890812	168.232907802076	17.5253750991116	17.5253750991116
3225.39788773088	168.449956923119	17.2426913813644	17.2426913813644
3272.3123803147	168.670406233936	16.9605386598461	16.9605386598461
